"geoid","geoid2","geodisplaylabel","hc02_est_vc02"
"1400000US48209010600","48209010600","Census Tract 106, Hays County, Texas","60381"
"1400000US48209010701","48209010701","Census Tract 107.01, Hays County, Texas","26674"
"1400000US48209010702","48209010702","Census Tract 107.02, Hays County, Texas","45919"
"1400000US48209010803","48209010803","Census Tract 108.03, Hays County, Texas","58036"
"1400000US48209010804","48209010804","Census Tract 108.04, Hays County, Texas","73906"
"1400000US48209010805","48209010805","Census Tract 108.05, Hays County, Texas","136767"
"1400000US48209010806","48209010806","Census Tract 108.06, Hays County, Texas","117692"
"1400000US48209010807","48209010807","Census Tract 108.07, Hays County, Texas","81528"
"1400000US48209010808","48209010808","Census Tract 108.08, Hays County, Texas","80565"
"1400000US48209010809","48209010809","Census Tract 108.09, Hays County, Texas","99500"
"1400000US48209010901","48209010901","Census Tract 109.01, Hays County, Texas","98894"
"1400000US48209010902","48209010902","Census Tract 109.02, Hays County, Texas","77196"
"1400000US48209010905","48209010905","Census Tract 109.05, Hays County, Texas","69363"
"1400000US48209010906","48209010906","Census Tract 109.06, Hays County, Texas","60889"
"1400000US48209010907","48209010907","Census Tract 109.07, Hays County, Texas","51990"
"1400000US48209010908","48209010908","Census Tract 109.08, Hays County, Texas","62146"
"1400000US48209010909","48209010909","Census Tract 109.09, Hays County, Texas","78165"
"1400000US48209010910","48209010910","Census Tract 109.10, Hays County, Texas","72733"
"1400000US48211950300","48211950300","Census Tract 9503, Hemphill County, Texas","62813"
"1400000US48213950100","48213950100","Census Tract 9501, Henderson County, Texas","50235"
"1400000US48213950200","48213950200","Census Tract 9502, Henderson County, Texas","48643"
"1400000US48213950300","48213950300","Census Tract 9503, Henderson County, Texas","40165"
"1400000US48213950400","48213950400","Census Tract 9504, Henderson County, Texas","46964"
"1400000US48213950500","48213950500","Census Tract 9505, Henderson County, Texas","45446"
"1400000US48213950601","48213950601","Census Tract 9506.01, Henderson County, Texas","27205"
"1400000US48213950602","48213950602","Census Tract 9506.02, Henderson County, Texas","40488"
"1400000US48213950700","48213950700","Census Tract 9507, Henderson County, Texas","34342"
"1400000US48213950800","48213950800","Census Tract 9508, Henderson County, Texas","47917"
"1400000US48213950901","48213950901","Census Tract 9509.01, Henderson County, Texas","43228"
"1400000US48213950902","48213950902","Census Tract 9509.02, Henderson County, Texas","37365"
"1400000US48213950903","48213950903","Census Tract 9509.03, Henderson County, Texas","52768"
"1400000US48213951000","48213951000","Census Tract 9510, Henderson County, Texas","28281"
"1400000US48213951100","48213951100","Census Tract 9511, Henderson County, Texas","43958"
"1400000US48213951200","48213951200","Census Tract 9512, Henderson County, Texas","30345"
"1400000US48213951300","48213951300","Census Tract 9513, Henderson County, Texas","37144"
"1400000US48213951400","48213951400","Census Tract 9514, Henderson County, Texas","45689"
"1400000US48215020101","48215020101","Census Tract 201.01, Hidalgo County, Texas","22929"
"1400000US48215020102","48215020102","Census Tract 201.02, Hidalgo County, Texas","39982"
"1400000US48215020201","48215020201","Census Tract 202.01, Hidalgo County, Texas","31538"
"1400000US48215020202","48215020202","Census Tract 202.02, Hidalgo County, Texas","34966"
"1400000US48215020204","48215020204","Census Tract 202.04, Hidalgo County, Texas","32162"
"1400000US48215020205","48215020205","Census Tract 202.05, Hidalgo County, Texas","31653"
"1400000US48215020301","48215020301","Census Tract 203.01, Hidalgo County, Texas","72475"
"1400000US48215020302","48215020302","Census Tract 203.02, Hidalgo County, Texas","51342"
"1400000US48215020402","48215020402","Census Tract 204.02, Hidalgo County, Texas","78833"
"1400000US48215020403","48215020403","Census Tract 204.03, Hidalgo County, Texas","22500"
"1400000US48215020404","48215020404","Census Tract 204.04, Hidalgo County, Texas","32243"
"1400000US48215020501","48215020501","Census Tract 205.01, Hidalgo County, Texas","32319"
"1400000US48215020503","48215020503","Census Tract 205.03, Hidalgo County, Texas","32922"
"1400000US48215020504","48215020504","Census Tract 205.04, Hidalgo County, Texas","27589"
"1400000US48215020600","48215020600","Census Tract 206, Hidalgo County, Texas","19114"
"1400000US48215020701","48215020701","Census Tract 207.01, Hidalgo County, Texas","58445"
"1400000US48215020721","48215020721","Census Tract 207.21, Hidalgo County, Texas","46413"
"1400000US48215020723","48215020723","Census Tract 207.23, Hidalgo County, Texas","19372"
"1400000US48215020724","48215020724","Census Tract 207.24, Hidalgo County, Texas","55114"
"1400000US48215020725","48215020725","Census Tract 207.25, Hidalgo County, Texas","45069"
"1400000US48215020726","48215020726","Census Tract 207.26, Hidalgo County, Texas","28327"
"1400000US48215020802","48215020802","Census Tract 208.02, Hidalgo County, Texas","41554"
"1400000US48215020803","48215020803","Census Tract 208.03, Hidalgo County, Texas","63000"
"1400000US48215020804","48215020804","Census Tract 208.04, Hidalgo County, Texas","45256"
"1400000US48215020901","48215020901","Census Tract 209.01, Hidalgo County, Texas","65956"
"1400000US48215020903","48215020903","Census Tract 209.03, Hidalgo County, Texas","53850"
"1400000US48215020904","48215020904","Census Tract 209.04, Hidalgo County, Texas","45033"
"1400000US48215021000","48215021000","Census Tract 210, Hidalgo County, Texas","20649"
"1400000US48215021100","48215021100","Census Tract 211, Hidalgo County, Texas","20754"
"1400000US48215021201","48215021201","Census Tract 212.01, Hidalgo County, Texas","44375"
"1400000US48215021202","48215021202","Census Tract 212.02, Hidalgo County, Texas","52285"
"1400000US48215021302","48215021302","Census Tract 213.02, Hidalgo County, Texas","24324"
"1400000US48215021303","48215021303","Census Tract 213.03, Hidalgo County, Texas","27747"
"1400000US48215021304","48215021304","Census Tract 213.04, Hidalgo County, Texas","45588"
"1400000US48215021305","48215021305","Census Tract 213.05, Hidalgo County, Texas","38662"
"1400000US48215021401","48215021401","Census Tract 214.01, Hidalgo County, Texas","19250"
"1400000US48215021403","48215021403","Census Tract 214.03, Hidalgo County, Texas","46023"
"1400000US48215021404","48215021404","Census Tract 214.04, Hidalgo County, Texas","42333"
"1400000US48215021500","48215021500","Census Tract 215, Hidalgo County, Texas","27817"
"1400000US48215021600","48215021600","Census Tract 216, Hidalgo County, Texas","24435"
"1400000US48215021701","48215021701","Census Tract 217.01, Hidalgo County, Texas","36851"
"1400000US48215021702","48215021702","Census Tract 217.02, Hidalgo County, Texas","48047"
"1400000US48215021803","48215021803","Census Tract 218.03, Hidalgo County, Texas","30800"
"1400000US48215021804","48215021804","Census Tract 218.04, Hidalgo County, Texas","22604"
"1400000US48215021805","48215021805","Census Tract 218.05, Hidalgo County, Texas","35000"
"1400000US48215021806","48215021806","Census Tract 218.06, Hidalgo County, Texas","31585"
"1400000US48215021901","48215021901","Census Tract 219.01, Hidalgo County, Texas","28725"
"1400000US48215021903","48215021903","Census Tract 219.03, Hidalgo County, Texas","29314"
"1400000US48215021904","48215021904","Census Tract 219.04, Hidalgo County, Texas","36214"
"1400000US48215022001","48215022001","Census Tract 220.01, Hidalgo County, Texas","48689"
"1400000US48215022003","48215022003","Census Tract 220.03, Hidalgo County, Texas","30563"
"1400000US48215022004","48215022004","Census Tract 220.04, Hidalgo County, Texas","26772"
"1400000US48215022103","48215022103","Census Tract 221.03, Hidalgo County, Texas","24896"
"1400000US48215022104","48215022104","Census Tract 221.04, Hidalgo County, Texas","24726"
"1400000US48215022105","48215022105","Census Tract 221.05, Hidalgo County, Texas","23347"
"1400000US48215022106","48215022106","Census Tract 221.06, Hidalgo County, Texas","31370"
"1400000US48215022201","48215022201","Census Tract 222.01, Hidalgo County, Texas","29479"
"1400000US48215022203","48215022203","Census Tract 222.03, Hidalgo County, Texas","23445"
"1400000US48215022204","48215022204","Census Tract 222.04, Hidalgo County, Texas","29233"
"1400000US48215022300","48215022300","Census Tract 223, Hidalgo County, Texas","44008"
"1400000US48215022401","48215022401","Census Tract 224.01, Hidalgo County, Texas","35500"
"1400000US48215022402","48215022402","Census Tract 224.02, Hidalgo County, Texas","39825"
"1400000US48215022501","48215022501","Census Tract 225.01, Hidalgo County, Texas","25709"
"1400000US48215022502","48215022502","Census Tract 225.02, Hidalgo County, Texas","24052"
"1400000US48215022600","48215022600","Census Tract 226, Hidalgo County, Texas","25156"
"1400000US48215022701","48215022701","Census Tract 227.01, Hidalgo County, Texas","39512"
"1400000US48215022702","48215022702","Census Tract 227.02, Hidalgo County, Texas","27214"
"1400000US48215022800","48215022800","Census Tract 228, Hidalgo County, Texas","29406"
"1400000US48215022900","48215022900","Census Tract 229, Hidalgo County, Texas","30964"
"1400000US48215023000","48215023000","Census Tract 230, Hidalgo County, Texas","32273"
"1400000US48215023102","48215023102","Census Tract 231.02, Hidalgo County, Texas","38861"
"1400000US48215023103","48215023103","Census Tract 231.03, Hidalgo County, Texas","28504"
"1400000US48215023104","48215023104","Census Tract 231.04, Hidalgo County, Texas","28438"
"1400000US48215023503","48215023503","Census Tract 235.03, Hidalgo County, Texas","35578"
"1400000US48215023504","48215023504","Census Tract 235.04, Hidalgo County, Texas","43939"
"1400000US48215023507","48215023507","Census Tract 235.07, Hidalgo County, Texas","29473"
"1400000US48215023509","48215023509","Census Tract 235.09, Hidalgo County, Texas","70620"
"1400000US48215023510","48215023510","Census Tract 235.10, Hidalgo County, Texas","78787"
"1400000US48215023511","48215023511","Census Tract 235.11, Hidalgo County, Texas","28149"
"1400000US48215023512","48215023512","Census Tract 235.12, Hidalgo County, Texas","21364"
"1400000US48215023513","48215023513","Census Tract 235.13, Hidalgo County, Texas","26598"
"1400000US48215023514","48215023514","Census Tract 235.14, Hidalgo County, Texas","25745"
"1400000US48215023515","48215023515","Census Tract 235.15, Hidalgo County, Texas","35975"
"1400000US48215023600","48215023600","Census Tract 236, Hidalgo County, Texas","31559"
"1400000US48215023700","48215023700","Census Tract 237, Hidalgo County, Texas","15061"
"1400000US48215023801","48215023801","Census Tract 238.01, Hidalgo County, Texas","44813"
"1400000US48215023802","48215023802","Census Tract 238.02, Hidalgo County, Texas","52165"
"1400000US48215023902","48215023902","Census Tract 239.02, Hidalgo County, Texas","73750"
"1400000US48215023903","48215023903","Census Tract 239.03, Hidalgo County, Texas","28778"
"1400000US48215023904","48215023904","Census Tract 239.04, Hidalgo County, Texas","63085"
"1400000US48215024000","48215024000","Census Tract 240, Hidalgo County, Texas","34367"
"1400000US48215024105","48215024105","Census Tract 241.05, Hidalgo County, Texas","28971"
"1400000US48215024106","48215024106","Census Tract 241.06, Hidalgo County, Texas","58917"
"1400000US48215024107","48215024107","Census Tract 241.07, Hidalgo County, Texas","33173"
"1400000US48215024108","48215024108","Census Tract 241.08, Hidalgo County, Texas","25163"
"1400000US48215024109","48215024109","Census Tract 241.09, Hidalgo County, Texas","25809"
"1400000US48215024110","48215024110","Census Tract 241.10, Hidalgo County, Texas","40410"
"1400000US48215024111","48215024111","Census Tract 241.11, Hidalgo County, Texas","31139"
"1400000US48215024112","48215024112","Census Tract 241.12, Hidalgo County, Texas","16806"
"1400000US48215024113","48215024113","Census Tract 241.13, Hidalgo County, Texas","21413"
"1400000US48215024114","48215024114","Census Tract 241.14, Hidalgo County, Texas","21265"
"1400000US48215024201","48215024201","Census Tract 242.01, Hidalgo County, Texas","22042"
"1400000US48215024203","48215024203","Census Tract 242.03, Hidalgo County, Texas","39770"
"1400000US48215024204","48215024204","Census Tract 242.04, Hidalgo County, Texas","26863"
"1400000US48215024205","48215024205","Census Tract 242.05, Hidalgo County, Texas","31982"
"1400000US48215024301","48215024301","Census Tract 243.01, Hidalgo County, Texas","55625"
"1400000US48215024302","48215024302","Census Tract 243.02, Hidalgo County, Texas","18370"
"1400000US48215024402","48215024402","Census Tract 244.02, Hidalgo County, Texas","33125"
"1400000US48215024403","48215024403","Census Tract 244.03, Hidalgo County, Texas","20219"
"1400000US48215024404","48215024404","Census Tract 244.04, Hidalgo County, Texas","43235"
"1400000US48215024500","48215024500","Census Tract 245, Hidalgo County, Texas","19800"
"1400000US48215024600","48215024600","Census Tract 246, Hidalgo County, Texas","27565"
"1400000US48215980000","48215980000","Census Tract 9800, Hidalgo County, Texas","NA"
"1400000US48217960100","48217960100","Census Tract 9601, Hill County, Texas","47557"
"1400000US48217960200","48217960200","Census Tract 9602, Hill County, Texas","46883"
"1400000US48217960400","48217960400","Census Tract 9604, Hill County, Texas","38850"
"1400000US48217960500","48217960500","Census Tract 9605, Hill County, Texas","40755"
"1400000US48217960600","48217960600","Census Tract 9606, Hill County, Texas","37333"
"1400000US48217960700","48217960700","Census Tract 9607, Hill County, Texas","40116"
"1400000US48217960800","48217960800","Census Tract 9608, Hill County, Texas","32090"
"1400000US48217960900","48217960900","Census Tract 9609, Hill County, Texas","24808"
"1400000US48217961000","48217961000","Census Tract 9610, Hill County, Texas","28611"
"1400000US48217961100","48217961100","Census Tract 9611, Hill County, Texas","54567"
"1400000US48217961400","48217961400","Census Tract 9614, Hill County, Texas","44451"
"1400000US48219950100","48219950100","Census Tract 9501, Hockley County, Texas","44583"
"1400000US48219950200","48219950200","Census Tract 9502, Hockley County, Texas","55746"
"1400000US48219950300","48219950300","Census Tract 9503, Hockley County, Texas","51748"
"1400000US48219950400","48219950400","Census Tract 9504, Hockley County, Texas","34052"
"1400000US48219950500","48219950500","Census Tract 9505, Hockley County, Texas","51054"
"1400000US48219950600","48219950600","Census Tract 9506, Hockley County, Texas","51136"
"1400000US48219950700","48219950700","Census Tract 9507, Hockley County, Texas","61477"
"1400000US48221160100","48221160100","Census Tract 1601, Hood County, Texas","47440"
"1400000US48221160204","48221160204","Census Tract 1602.04, Hood County, Texas","48750"
"1400000US48221160205","48221160205","Census Tract 1602.05, Hood County, Texas","54836"
"1400000US48221160206","48221160206","Census Tract 1602.06, Hood County, Texas","47337"
"1400000US48221160207","48221160207","Census Tract 1602.07, Hood County, Texas","61601"
"1400000US48221160208","48221160208","Census Tract 1602.08, Hood County, Texas","42697"
"1400000US48221160209","48221160209","Census Tract 1602.09, Hood County, Texas","70202"
"1400000US48221160210","48221160210","Census Tract 1602.10, Hood County, Texas","86477"
"1400000US48221160301","48221160301","Census Tract 1603.01, Hood County, Texas","50938"
"1400000US48221160302","48221160302","Census Tract 1603.02, Hood County, Texas","49688"
"1400000US48223950100","48223950100","Census Tract 9501, Hopkins County, Texas","52333"
"1400000US48223950200","48223950200","Census Tract 9502, Hopkins County, Texas","48358"
"1400000US48223950300","48223950300","Census Tract 9503, Hopkins County, Texas","58750"
"1400000US48223950401","48223950401","Census Tract 9504.01, Hopkins County, Texas","39128"
"1400000US48223950402","48223950402","Census Tract 9504.02, Hopkins County, Texas","39654"
"1400000US48223950500","48223950500","Census Tract 9505, Hopkins County, Texas","37311"
"1400000US48223950600","48223950600","Census Tract 9506, Hopkins County, Texas","32527"
"1400000US48223950700","48223950700","Census Tract 9507, Hopkins County, Texas","38542"
"1400000US48223950800","48223950800","Census Tract 9508, Hopkins County, Texas","51250"
"1400000US48225950100","48225950100","Census Tract 9501, Houston County, Texas","36626"
"1400000US48225950200","48225950200","Census Tract 9502, Houston County, Texas","38281"
"1400000US48225950300","48225950300","Census Tract 9503, Houston County, Texas","26707"
"1400000US48225950400","48225950400","Census Tract 9504, Houston County, Texas","18387"
"1400000US48225950500","48225950500","Census Tract 9505, Houston County, Texas","38415"
"1400000US48225950600","48225950600","Census Tract 9506, Houston County, Texas","35208"
"1400000US48225950700","48225950700","Census Tract 9507, Houston County, Texas","39663"
"1400000US48227950100","48227950100","Census Tract 9501, Howard County, Texas","52107"
"1400000US48227950200","48227950200","Census Tract 9502, Howard County, Texas","66250"
"1400000US48227950300","48227950300","Census Tract 9503, Howard County, Texas","26389"
"1400000US48227950400","48227950400","Census Tract 9504, Howard County, Texas","35156"
"1400000US48227950500","48227950500","Census Tract 9505, Howard County, Texas","39386"
"1400000US48227950600","48227950600","Census Tract 9506, Howard County, Texas","59671"
"1400000US48227950700","48227950700","Census Tract 9507, Howard County, Texas","34042"
"1400000US48227950801","48227950801","Census Tract 9508.01, Howard County, Texas","66903"
"1400000US48227950802","48227950802","Census Tract 9508.02, Howard County, Texas","49038"
"1400000US48227950900","48227950900","Census Tract 9509, Howard County, Texas","66250"
"1400000US48229950300","48229950300","Census Tract 9503, Hudspeth County, Texas","26384"
"1400000US48231960100","48231960100","Census Tract 9601, Hunt County, Texas","43542"
"1400000US48231960200","48231960200","Census Tract 9602, Hunt County, Texas","34828"
"1400000US48231960300","48231960300","Census Tract 9603, Hunt County, Texas","46286"
"1400000US48231960400","48231960400","Census Tract 9604, Hunt County, Texas","56765"
"1400000US48231960500","48231960500","Census Tract 9605, Hunt County, Texas","22461"
"1400000US48231960600","48231960600","Census Tract 9606, Hunt County, Texas","23981"
"1400000US48231960700","48231960700","Census Tract 9607, Hunt County, Texas","49125"
"1400000US48231960800","48231960800","Census Tract 9608, Hunt County, Texas","26325"
"1400000US48231960900","48231960900","Census Tract 9609, Hunt County, Texas","27261"
"1400000US48231961000","48231961000","Census Tract 9610, Hunt County, Texas","32209"
"1400000US48231961100","48231961100","Census Tract 9611, Hunt County, Texas","68100"
"1400000US48231961200","48231961200","Census Tract 9612, Hunt County, Texas","55833"
"1400000US48231961300","48231961300","Census Tract 9613, Hunt County, Texas","45009"
"1400000US48231961400","48231961400","Census Tract 9614, Hunt County, Texas","65347"
"1400000US48231961501","48231961501","Census Tract 9615.01, Hunt County, Texas","75815"
"1400000US48231961502","48231961502","Census Tract 9615.02, Hunt County, Texas","69657"
"1400000US48231961503","48231961503","Census Tract 9615.03, Hunt County, Texas","42909"
"1400000US48231961600","48231961600","Census Tract 9616, Hunt County, Texas","31694"
"1400000US48231961700","48231961700","Census Tract 9617, Hunt County, Texas","44493"
"1400000US48233950200","48233950200","Census Tract 9502, Hutchinson County, Texas","47232"
"1400000US48233950500","48233950500","Census Tract 9505, Hutchinson County, Texas","57047"
"1400000US48233950600","48233950600","Census Tract 9506, Hutchinson County, Texas","32902"
"1400000US48233950700","48233950700","Census Tract 9507, Hutchinson County, Texas","27292"
"1400000US48233950800","48233950800","Census Tract 9508, Hutchinson County, Texas","25192"
"1400000US48233950900","48233950900","Census Tract 9509, Hutchinson County, Texas","56827"
"1400000US48233951000","48233951000","Census Tract 9510, Hutchinson County, Texas","63643"
"1400000US48235950100","48235950100","Census Tract 9501, Irion County, Texas","58500"
"1400000US48237950100","48237950100","Census Tract 9501, Jack County, Texas","52350"
"1400000US48237950300","48237950300","Census Tract 9503, Jack County, Texas","50625"
"1400000US48237950500","48237950500","Census Tract 9505, Jack County, Texas","45938"
"1400000US48239950100","48239950100","Census Tract 9501, Jackson County, Texas","55709"
"1400000US48239950200","48239950200","Census Tract 9502, Jackson County, Texas","48552"
"1400000US48239950300","48239950300","Census Tract 9503, Jackson County, Texas","61306"
"1400000US48241950100","48241950100","Census Tract 9501, Jasper County, Texas","51875"
"1400000US48241950200","48241950200","Census Tract 9502, Jasper County, Texas","33824"
"1400000US48241950300","48241950300","Census Tract 9503, Jasper County, Texas","23648"
"1400000US48241950400","48241950400","Census Tract 9504, Jasper County, Texas","44464"
"1400000US48241950500","48241950500","Census Tract 9505, Jasper County, Texas","48239"
"1400000US48241950600","48241950600","Census Tract 9506, Jasper County, Texas","23434"
"1400000US48241950700","48241950700","Census Tract 9507, Jasper County, Texas","54468"
"1400000US48241950800","48241950800","Census Tract 9508, Jasper County, Texas","33802"
"1400000US48243950100","48243950100","Census Tract 9501, Jeff Davis County, Texas","50165"
"1400000US48245000101","48245000101","Census Tract 1.01, Jefferson County, Texas","52130"
"1400000US48245000102","48245000102","Census Tract 1.02, Jefferson County, Texas","58587"
"1400000US48245000103","48245000103","Census Tract 1.03, Jefferson County, Texas","16927"
"1400000US48245000200","48245000200","Census Tract 2, Jefferson County, Texas","41328"
"1400000US48245000302","48245000302","Census Tract 3.02, Jefferson County, Texas","91269"
"1400000US48245000304","48245000304","Census Tract 3.04, Jefferson County, Texas","46585"
"1400000US48245000306","48245000306","Census Tract 3.06, Jefferson County, Texas","72071"
"1400000US48245000307","48245000307","Census Tract 3.07, Jefferson County, Texas","53931"
"1400000US48245000308","48245000308","Census Tract 3.08, Jefferson County, Texas","41086"
"1400000US48245000309","48245000309","Census Tract 3.09, Jefferson County, Texas","55769"
"1400000US48245000310","48245000310","Census Tract 3.10, Jefferson County, Texas","66597"
"1400000US48245000400","48245000400","Census Tract 4, Jefferson County, Texas","42500"
"1400000US48245000500","48245000500","Census Tract 5, Jefferson County, Texas","34603"
"1400000US48245000600","48245000600","Census Tract 6, Jefferson County, Texas","27172"
"1400000US48245000700","48245000700","Census Tract 7, Jefferson County, Texas","27278"
"1400000US48245000900","48245000900","Census Tract 9, Jefferson County, Texas","18333"
"1400000US48245001100","48245001100","Census Tract 11, Jefferson County, Texas","30500"
"1400000US48245001200","48245001200","Census Tract 12, Jefferson County, Texas","46557"
"1400000US48245001301","48245001301","Census Tract 13.01, Jefferson County, Texas","40370"
"1400000US48245001302","48245001302","Census Tract 13.02, Jefferson County, Texas","50669"
"1400000US48245001303","48245001303","Census Tract 13.03, Jefferson County, Texas","70250"
"1400000US48245001700","48245001700","Census Tract 17, Jefferson County, Texas","25689"
"1400000US48245001900","48245001900","Census Tract 19, Jefferson County, Texas","28413"
"1400000US48245002000","48245002000","Census Tract 20, Jefferson County, Texas","27703"
"1400000US48245002100","48245002100","Census Tract 21, Jefferson County, Texas","19324"
"1400000US48245002200","48245002200","Census Tract 22, Jefferson County, Texas","19271"
"1400000US48245002300","48245002300","Census Tract 23, Jefferson County, Texas","24708"
"1400000US48245002400","48245002400","Census Tract 24, Jefferson County, Texas","26218"
"1400000US48245002500","48245002500","Census Tract 25, Jefferson County, Texas","34191"
"1400000US48245002600","48245002600","Census Tract 26, Jefferson County, Texas","26703"
"1400000US48245005100","48245005100","Census Tract 51, Jefferson County, Texas","27000"
"1400000US48245005400","48245005400","Census Tract 54, Jefferson County, Texas","27679"
"1400000US48245005500","48245005500","Census Tract 55, Jefferson County, Texas","31647"
"1400000US48245005600","48245005600","Census Tract 56, Jefferson County, Texas","42847"
"1400000US48245005900","48245005900","Census Tract 59, Jefferson County, Texas","15822"
"1400000US48245006100","48245006100","Census Tract 61, Jefferson County, Texas","19656"
"1400000US48245006300","48245006300","Census Tract 63, Jefferson County, Texas","31458"
"1400000US48245006400","48245006400","Census Tract 64, Jefferson County, Texas","31000"
"1400000US48245006500","48245006500","Census Tract 65, Jefferson County, Texas","31802"
"1400000US48245006600","48245006600","Census Tract 66, Jefferson County, Texas","26250"
"1400000US48245006700","48245006700","Census Tract 67, Jefferson County, Texas","33993"
"1400000US48245006800","48245006800","Census Tract 68, Jefferson County, Texas","43158"
"1400000US48245006900","48245006900","Census Tract 69, Jefferson County, Texas","32232"
"1400000US48245007001","48245007001","Census Tract 70.01, Jefferson County, Texas","24138"
"1400000US48245007002","48245007002","Census Tract 70.02, Jefferson County, Texas","49455"
"1400000US48245007100","48245007100","Census Tract 71, Jefferson County, Texas","39208"
"1400000US48245010100","48245010100","Census Tract 101, Jefferson County, Texas","30764"
"1400000US48245010200","48245010200","Census Tract 102, Jefferson County, Texas","47888"
"1400000US48245010300","48245010300","Census Tract 103, Jefferson County, Texas","36273"
"1400000US48245010400","48245010400","Census Tract 104, Jefferson County, Texas","48516"
"1400000US48245010500","48245010500","Census Tract 105, Jefferson County, Texas","44297"
"1400000US48245010600","48245010600","Census Tract 106, Jefferson County, Texas","48095"
"1400000US48245010700","48245010700","Census Tract 107, Jefferson County, Texas","60450"
"1400000US48245010800","48245010800","Census Tract 108, Jefferson County, Texas","49205"
"1400000US48245010901","48245010901","Census Tract 109.01, Jefferson County, Texas","61683"
"1400000US48245010902","48245010902","Census Tract 109.02, Jefferson County, Texas","79568"
"1400000US48245011001","48245011001","Census Tract 110.01, Jefferson County, Texas","57027"
"1400000US48245011002","48245011002","Census Tract 110.02, Jefferson County, Texas","60568"
"1400000US48245011101","48245011101","Census Tract 111.01, Jefferson County, Texas","56939"
"1400000US48245011102","48245011102","Census Tract 111.02, Jefferson County, Texas","52109"
"1400000US48245011201","48245011201","Census Tract 112.01, Jefferson County, Texas","55174"
"1400000US48245011202","48245011202","Census Tract 112.02, Jefferson County, Texas","NA"
"1400000US48245011203","48245011203","Census Tract 112.03, Jefferson County, Texas","NA"
"1400000US48245011302","48245011302","Census Tract 113.02, Jefferson County, Texas","NA"
"1400000US48245011303","48245011303","Census Tract 113.03, Jefferson County, Texas","61607"
"1400000US48245011304","48245011304","Census Tract 113.04, Jefferson County, Texas","56406"
"1400000US48245011400","48245011400","Census Tract 114, Jefferson County, Texas","62029"
"1400000US48245011500","48245011500","Census Tract 115, Jefferson County, Texas","70313"
"1400000US48245011600","48245011600","Census Tract 116, Jefferson County, Texas","59773"
"1400000US48245011700","48245011700","Census Tract 117, Jefferson County, Texas","23694"
"1400000US48245011800","48245011800","Census Tract 118, Jefferson County, Texas","22321"
"1400000US48245980000","48245980000","Census Tract 9800, Jefferson County, Texas","128750"
"1400000US48245990000","48245990000","Census Tract 9900, Jefferson County, Texas","NA"
"1400000US48247950200","48247950200","Census Tract 9502, Jim Hogg County, Texas","43409"
"1400000US48247950400","48247950400","Census Tract 9504, Jim Hogg County, Texas","30458"
"1400000US48249950100","48249950100","Census Tract 9501, Jim Wells County, Texas","55833"
"1400000US48249950200","48249950200","Census Tract 9502, Jim Wells County, Texas","51844"
"1400000US48249950300","48249950300","Census Tract 9503, Jim Wells County, Texas","52053"
"1400000US48249950400","48249950400","Census Tract 9504, Jim Wells County, Texas","48421"
"1400000US48249950500","48249950500","Census Tract 9505, Jim Wells County, Texas","29444"
"1400000US48249950600","48249950600","Census Tract 9506, Jim Wells County, Texas","28359"
"1400000US48249950700","48249950700","Census Tract 9507, Jim Wells County, Texas","35250"
"1400000US48251130100","48251130100","Census Tract 1301, Johnson County, Texas","65130"
"1400000US48251130204","48251130204","Census Tract 1302.04, Johnson County, Texas","63158"
"1400000US48251130205","48251130205","Census Tract 1302.05, Johnson County, Texas","49844"
"1400000US48251130207","48251130207","Census Tract 1302.07, Johnson County, Texas","85455"
"1400000US48251130208","48251130208","Census Tract 1302.08, Johnson County, Texas","58438"
"1400000US48251130210","48251130210","Census Tract 1302.10, Johnson County, Texas","62500"
"1400000US48251130211","48251130211","Census Tract 1302.11, Johnson County, Texas","72798"
"1400000US48251130212","48251130212","Census Tract 1302.12, Johnson County, Texas","51970"
"1400000US48251130213","48251130213","Census Tract 1302.13, Johnson County, Texas","59690"
"1400000US48251130214","48251130214","Census Tract 1302.14, Johnson County, Texas","61511"
"1400000US48251130215","48251130215","Census Tract 1302.15, Johnson County, Texas","74815"
"1400000US48251130302","48251130302","Census Tract 1303.02, Johnson County, Texas","43171"
"1400000US48251130303","48251130303","Census Tract 1303.03, Johnson County, Texas","43451"
"1400000US48251130304","48251130304","Census Tract 1303.04, Johnson County, Texas","46706"
"1400000US48251130405","48251130405","Census Tract 1304.05, Johnson County, Texas","93661"
"1400000US48251130406","48251130406","Census Tract 1304.06, Johnson County, Texas","81510"
"1400000US48251130407","48251130407","Census Tract 1304.07, Johnson County, Texas","55722"
"1400000US48251130408","48251130408","Census Tract 1304.08, Johnson County, Texas","53309"
"1400000US48251130409","48251130409","Census Tract 1304.09, Johnson County, Texas","51406"
"1400000US48251130410","48251130410","Census Tract 1304.10, Johnson County, Texas","55625"
"1400000US48251130500","48251130500","Census Tract 1305, Johnson County, Texas","63053"
"1400000US48251130601","48251130601","Census Tract 1306.01, Johnson County, Texas","62090"
"1400000US48251130602","48251130602","Census Tract 1306.02, Johnson County, Texas","58679"
"1400000US48251130700","48251130700","Census Tract 1307, Johnson County, Texas","48077"
"1400000US48251130800","48251130800","Census Tract 1308, Johnson County, Texas","28892"
"1400000US48251130900","48251130900","Census Tract 1309, Johnson County, Texas","41413"
"1400000US48251131000","48251131000","Census Tract 1310, Johnson County, Texas","71827"
