"geoid","geoid2","geodisplaylabel","hc02_est_vc02"
"1400000US48439113631","48439113631","Census Tract 1136.31, Tarrant County, Texas","46655"
"1400000US48439113632","48439113632","Census Tract 1136.32, Tarrant County, Texas","136250"
"1400000US48439113633","48439113633","Census Tract 1136.33, Tarrant County, Texas","121630"
"1400000US48439113634","48439113634","Census Tract 1136.34, Tarrant County, Texas","167219"
"1400000US48439113703","48439113703","Census Tract 1137.03, Tarrant County, Texas","69274"
"1400000US48439113705","48439113705","Census Tract 1137.05, Tarrant County, Texas","44761"
"1400000US48439113707","48439113707","Census Tract 1137.07, Tarrant County, Texas","111250"
"1400000US48439113709","48439113709","Census Tract 1137.09, Tarrant County, Texas","124922"
"1400000US48439113710","48439113710","Census Tract 1137.10, Tarrant County, Texas","55662"
"1400000US48439113711","48439113711","Census Tract 1137.11, Tarrant County, Texas","101080"
"1400000US48439113803","48439113803","Census Tract 1138.03, Tarrant County, Texas","71451"
"1400000US48439113808","48439113808","Census Tract 1138.08, Tarrant County, Texas","68408"
"1400000US48439113809","48439113809","Census Tract 1138.09, Tarrant County, Texas","58984"
"1400000US48439113810","48439113810","Census Tract 1138.10, Tarrant County, Texas","61447"
"1400000US48439113811","48439113811","Census Tract 1138.11, Tarrant County, Texas","45704"
"1400000US48439113812","48439113812","Census Tract 1138.12, Tarrant County, Texas","92159"
"1400000US48439113813","48439113813","Census Tract 1138.13, Tarrant County, Texas","119054"
"1400000US48439113814","48439113814","Census Tract 1138.14, Tarrant County, Texas","142546"
"1400000US48439113815","48439113815","Census Tract 1138.15, Tarrant County, Texas","178114"
"1400000US48439113816","48439113816","Census Tract 1138.16, Tarrant County, Texas","134773"
"1400000US48439113906","48439113906","Census Tract 1139.06, Tarrant County, Texas","198413"
"1400000US48439113907","48439113907","Census Tract 1139.07, Tarrant County, Texas","187589"
"1400000US48439113908","48439113908","Census Tract 1139.08, Tarrant County, Texas","209125"
"1400000US48439113909","48439113909","Census Tract 1139.09, Tarrant County, Texas","194861"
"1400000US48439113910","48439113910","Census Tract 1139.10, Tarrant County, Texas","150840"
"1400000US48439113911","48439113911","Census Tract 1139.11, Tarrant County, Texas","59375"
"1400000US48439113912","48439113912","Census Tract 1139.12, Tarrant County, Texas","131869"
"1400000US48439113916","48439113916","Census Tract 1139.16, Tarrant County, Texas","54785"
"1400000US48439113917","48439113917","Census Tract 1139.17, Tarrant County, Texas","73269"
"1400000US48439113918","48439113918","Census Tract 1139.18, Tarrant County, Texas","62159"
"1400000US48439113919","48439113919","Census Tract 1139.19, Tarrant County, Texas","112770"
"1400000US48439113920","48439113920","Census Tract 1139.20, Tarrant County, Texas","98854"
"1400000US48439113921","48439113921","Census Tract 1139.21, Tarrant County, Texas","93105"
"1400000US48439113922","48439113922","Census Tract 1139.22, Tarrant County, Texas","93989"
"1400000US48439113923","48439113923","Census Tract 1139.23, Tarrant County, Texas","62898"
"1400000US48439113924","48439113924","Census Tract 1139.24, Tarrant County, Texas","57833"
"1400000US48439113925","48439113925","Census Tract 1139.25, Tarrant County, Texas","67805"
"1400000US48439113926","48439113926","Census Tract 1139.26, Tarrant County, Texas","84444"
"1400000US48439113927","48439113927","Census Tract 1139.27, Tarrant County, Texas","91062"
"1400000US48439113928","48439113928","Census Tract 1139.28, Tarrant County, Texas","81750"
"1400000US48439113929","48439113929","Census Tract 1139.29, Tarrant County, Texas","101950"
"1400000US48439114003","48439114003","Census Tract 1140.03, Tarrant County, Texas","72790"
"1400000US48439114005","48439114005","Census Tract 1140.05, Tarrant County, Texas","74852"
"1400000US48439114006","48439114006","Census Tract 1140.06, Tarrant County, Texas","64115"
"1400000US48439114007","48439114007","Census Tract 1140.07, Tarrant County, Texas","65048"
"1400000US48439114008","48439114008","Census Tract 1140.08, Tarrant County, Texas","70055"
"1400000US48439114102","48439114102","Census Tract 1141.02, Tarrant County, Texas","106708"
"1400000US48439114103","48439114103","Census Tract 1141.03, Tarrant County, Texas","95145"
"1400000US48439114104","48439114104","Census Tract 1141.04, Tarrant County, Texas","111912"
"1400000US48439114203","48439114203","Census Tract 1142.03, Tarrant County, Texas","47860"
"1400000US48439114204","48439114204","Census Tract 1142.04, Tarrant County, Texas","58447"
"1400000US48439114205","48439114205","Census Tract 1142.05, Tarrant County, Texas","50518"
"1400000US48439114206","48439114206","Census Tract 1142.06, Tarrant County, Texas","91071"
"1400000US48439114207","48439114207","Census Tract 1142.07, Tarrant County, Texas","73656"
"1400000US48439121601","48439121601","Census Tract 1216.01, Tarrant County, Texas","57042"
"1400000US48439121604","48439121604","Census Tract 1216.04, Tarrant County, Texas","35273"
"1400000US48439121605","48439121605","Census Tract 1216.05, Tarrant County, Texas","53889"
"1400000US48439121606","48439121606","Census Tract 1216.06, Tarrant County, Texas","88929"
"1400000US48439121608","48439121608","Census Tract 1216.08, Tarrant County, Texas","68538"
"1400000US48439121609","48439121609","Census Tract 1216.09, Tarrant County, Texas","105536"
"1400000US48439121610","48439121610","Census Tract 1216.10, Tarrant County, Texas","75000"
"1400000US48439121611","48439121611","Census Tract 1216.11, Tarrant County, Texas","66786"
"1400000US48439121702","48439121702","Census Tract 1217.02, Tarrant County, Texas","28939"
"1400000US48439121703","48439121703","Census Tract 1217.03, Tarrant County, Texas","31636"
"1400000US48439121704","48439121704","Census Tract 1217.04, Tarrant County, Texas","30675"
"1400000US48439121903","48439121903","Census Tract 1219.03, Tarrant County, Texas","26642"
"1400000US48439121904","48439121904","Census Tract 1219.04, Tarrant County, Texas","29441"
"1400000US48439121905","48439121905","Census Tract 1219.05, Tarrant County, Texas","21010"
"1400000US48439121906","48439121906","Census Tract 1219.06, Tarrant County, Texas","34035"
"1400000US48439122001","48439122001","Census Tract 1220.01, Tarrant County, Texas","44063"
"1400000US48439122002","48439122002","Census Tract 1220.02, Tarrant County, Texas","30717"
"1400000US48439122100","48439122100","Census Tract 1221, Tarrant County, Texas","34420"
"1400000US48439122200","48439122200","Census Tract 1222, Tarrant County, Texas","21103"
"1400000US48439122300","48439122300","Census Tract 1223, Tarrant County, Texas","20091"
"1400000US48439122400","48439122400","Census Tract 1224, Tarrant County, Texas","24556"
"1400000US48439122500","48439122500","Census Tract 1225, Tarrant County, Texas","51633"
"1400000US48439122600","48439122600","Census Tract 1226, Tarrant County, Texas","58125"
"1400000US48439122700","48439122700","Census Tract 1227, Tarrant County, Texas","37449"
"1400000US48439122801","48439122801","Census Tract 1228.01, Tarrant County, Texas","29125"
"1400000US48439122802","48439122802","Census Tract 1228.02, Tarrant County, Texas","40304"
"1400000US48439122900","48439122900","Census Tract 1229, Tarrant County, Texas","40459"
"1400000US48439123000","48439123000","Census Tract 1230, Tarrant County, Texas","47361"
"1400000US48439123100","48439123100","Census Tract 1231, Tarrant County, Texas","17500"
"1400000US48439123200","48439123200","Census Tract 1232, Tarrant County, Texas","57292"
"1400000US48439123300","48439123300","Census Tract 1233, Tarrant County, Texas","58398"
"1400000US48439123400","48439123400","Census Tract 1234, Tarrant County, Texas","22961"
"1400000US48439123500","48439123500","Census Tract 1235, Tarrant County, Texas","25365"
"1400000US48439123600","48439123600","Census Tract 1236, Tarrant County, Texas","23533"
"1400000US48439980000","48439980000","Census Tract 9800, Tarrant County, Texas","NA"
"1400000US48441010100","48441010100","Census Tract 101, Taylor County, Texas","33225"
"1400000US48441010200","48441010200","Census Tract 102, Taylor County, Texas","29545"
"1400000US48441010300","48441010300","Census Tract 103, Taylor County, Texas","27153"
"1400000US48441010400","48441010400","Census Tract 104, Taylor County, Texas","27163"
"1400000US48441010500","48441010500","Census Tract 105, Taylor County, Texas","37358"
"1400000US48441010600","48441010600","Census Tract 106, Taylor County, Texas","53561"
"1400000US48441010700","48441010700","Census Tract 107, Taylor County, Texas","33068"
"1400000US48441010800","48441010800","Census Tract 108, Taylor County, Texas","22076"
"1400000US48441010900","48441010900","Census Tract 109, Taylor County, Texas","35110"
"1400000US48441011000","48441011000","Census Tract 110, Taylor County, Texas","34821"
"1400000US48441011200","48441011200","Census Tract 112, Taylor County, Texas","34419"
"1400000US48441011300","48441011300","Census Tract 113, Taylor County, Texas","33689"
"1400000US48441011400","48441011400","Census Tract 114, Taylor County, Texas","44802"
"1400000US48441011500","48441011500","Census Tract 115, Taylor County, Texas","43299"
"1400000US48441011600","48441011600","Census Tract 116, Taylor County, Texas","44775"
"1400000US48441011700","48441011700","Census Tract 117, Taylor County, Texas","26250"
"1400000US48441011900","48441011900","Census Tract 119, Taylor County, Texas","27554"
"1400000US48441012000","48441012000","Census Tract 120, Taylor County, Texas","107868"
"1400000US48441012100","48441012100","Census Tract 121, Taylor County, Texas","NA"
"1400000US48441012200","48441012200","Census Tract 122, Taylor County, Texas","39333"
"1400000US48441012300","48441012300","Census Tract 123, Taylor County, Texas","41063"
"1400000US48441012400","48441012400","Census Tract 124, Taylor County, Texas","45625"
"1400000US48441012500","48441012500","Census Tract 125, Taylor County, Texas","56833"
"1400000US48441012600","48441012600","Census Tract 126, Taylor County, Texas","69375"
"1400000US48441012700","48441012700","Census Tract 127, Taylor County, Texas","68780"
"1400000US48441012801","48441012801","Census Tract 128.01, Taylor County, Texas","46143"
"1400000US48441012802","48441012802","Census Tract 128.02, Taylor County, Texas","36727"
"1400000US48441012900","48441012900","Census Tract 129, Taylor County, Texas","43947"
"1400000US48441013000","48441013000","Census Tract 130, Taylor County, Texas","NA"
"1400000US48441013100","48441013100","Census Tract 131, Taylor County, Texas","31432"
"1400000US48441013200","48441013200","Census Tract 132, Taylor County, Texas","41830"
"1400000US48441013300","48441013300","Census Tract 133, Taylor County, Texas","55917"
"1400000US48441013401","48441013401","Census Tract 134.01, Taylor County, Texas","39300"
"1400000US48441013402","48441013402","Census Tract 134.02, Taylor County, Texas","74411"
"1400000US48441013404","48441013404","Census Tract 134.04, Taylor County, Texas","69742"
"1400000US48441013500","48441013500","Census Tract 135, Taylor County, Texas","75109"
"1400000US48441013600","48441013600","Census Tract 136, Taylor County, Texas","48235"
"1400000US48441980000","48441980000","Census Tract 9800, Taylor County, Texas","NA"
"1400000US48443950100","48443950100","Census Tract 9501, Terrell County, Texas","31111"
"1400000US48445950100","48445950100","Census Tract 9501, Terry County, Texas","52829"
"1400000US48445950300","48445950300","Census Tract 9503, Terry County, Texas","33826"
"1400000US48445950400","48445950400","Census Tract 9504, Terry County, Texas","36929"
"1400000US48447950300","48447950300","Census Tract 9503, Throckmorton County, Texas","41042"
"1400000US48449950100","48449950100","Census Tract 9501, Titus County, Texas","43244"
"1400000US48449950200","48449950200","Census Tract 9502, Titus County, Texas","48631"
"1400000US48449950300","48449950300","Census Tract 9503, Titus County, Texas","50660"
"1400000US48449950400","48449950400","Census Tract 9504, Titus County, Texas","53250"
"1400000US48449950500","48449950500","Census Tract 9505, Titus County, Texas","39000"
"1400000US48449950600","48449950600","Census Tract 9506, Titus County, Texas","32646"
"1400000US48449950700","48449950700","Census Tract 9507, Titus County, Texas","29323"
"1400000US48449950800","48449950800","Census Tract 9508, Titus County, Texas","48043"
"1400000US48451000100","48451000100","Census Tract 1, Tom Green County, Texas","44949"
"1400000US48451000200","48451000200","Census Tract 2, Tom Green County, Texas","39599"
"1400000US48451000300","48451000300","Census Tract 3, Tom Green County, Texas","46343"
"1400000US48451000400","48451000400","Census Tract 4, Tom Green County, Texas","32386"
"1400000US48451000700","48451000700","Census Tract 7, Tom Green County, Texas","30295"
"1400000US48451000801","48451000801","Census Tract 8.01, Tom Green County, Texas","60833"
"1400000US48451000802","48451000802","Census Tract 8.02, Tom Green County, Texas","50954"
"1400000US48451000900","48451000900","Census Tract 9, Tom Green County, Texas","29007"
"1400000US48451001000","48451001000","Census Tract 10, Tom Green County, Texas","55405"
"1400000US48451001101","48451001101","Census Tract 11.01, Tom Green County, Texas","49679"
"1400000US48451001102","48451001102","Census Tract 11.02, Tom Green County, Texas","38329"
"1400000US48451001200","48451001200","Census Tract 12, Tom Green County, Texas","40619"
"1400000US48451001301","48451001301","Census Tract 13.01, Tom Green County, Texas","41343"
"1400000US48451001303","48451001303","Census Tract 13.03, Tom Green County, Texas","49332"
"1400000US48451001304","48451001304","Census Tract 13.04, Tom Green County, Texas","36068"
"1400000US48451001400","48451001400","Census Tract 14, Tom Green County, Texas","34776"
"1400000US48451001500","48451001500","Census Tract 15, Tom Green County, Texas","40114"
"1400000US48451001600","48451001600","Census Tract 16, Tom Green County, Texas","67197"
"1400000US48451001702","48451001702","Census Tract 17.02, Tom Green County, Texas","41572"
"1400000US48451001704","48451001704","Census Tract 17.04, Tom Green County, Texas","64458"
"1400000US48451001706","48451001706","Census Tract 17.06, Tom Green County, Texas","55122"
"1400000US48451001707","48451001707","Census Tract 17.07, Tom Green County, Texas","70786"
"1400000US48451001708","48451001708","Census Tract 17.08, Tom Green County, Texas","82375"
"1400000US48451001800","48451001800","Census Tract 18, Tom Green County, Texas","19972"
"1400000US48451980000","48451980000","Census Tract 9800, Tom Green County, Texas","NA"
"1400000US48453000101","48453000101","Census Tract 1.01, Travis County, Texas","86464"
"1400000US48453000102","48453000102","Census Tract 1.02, Travis County, Texas","132763"
"1400000US48453000203","48453000203","Census Tract 2.03, Travis County, Texas","63523"
"1400000US48453000204","48453000204","Census Tract 2.04, Travis County, Texas","53448"
"1400000US48453000205","48453000205","Census Tract 2.05, Travis County, Texas","56138"
"1400000US48453000206","48453000206","Census Tract 2.06, Travis County, Texas","70625"
"1400000US48453000302","48453000302","Census Tract 3.02, Travis County, Texas","43841"
"1400000US48453000304","48453000304","Census Tract 3.04, Travis County, Texas","48653"
"1400000US48453000305","48453000305","Census Tract 3.05, Travis County, Texas","43125"
"1400000US48453000306","48453000306","Census Tract 3.06, Travis County, Texas","61791"
"1400000US48453000307","48453000307","Census Tract 3.07, Travis County, Texas","65278"
"1400000US48453000401","48453000401","Census Tract 4.01, Travis County, Texas","56935"
"1400000US48453000402","48453000402","Census Tract 4.02, Travis County, Texas","46723"
"1400000US48453000500","48453000500","Census Tract 5, Travis County, Texas","38147"
"1400000US48453000601","48453000601","Census Tract 6.01, Travis County, Texas","8235"
"1400000US48453000603","48453000603","Census Tract 6.03, Travis County, Texas","8007"
"1400000US48453000604","48453000604","Census Tract 6.04, Travis County, Texas","7741"
"1400000US48453000700","48453000700","Census Tract 7, Travis County, Texas","51154"
"1400000US48453000801","48453000801","Census Tract 8.01, Travis County, Texas","47500"
"1400000US48453000802","48453000802","Census Tract 8.02, Travis County, Texas","27326"
"1400000US48453000803","48453000803","Census Tract 8.03, Travis County, Texas","60375"
"1400000US48453000804","48453000804","Census Tract 8.04, Travis County, Texas","29315"
"1400000US48453000901","48453000901","Census Tract 9.01, Travis County, Texas","60125"
"1400000US48453000902","48453000902","Census Tract 9.02, Travis County, Texas","38042"
"1400000US48453001000","48453001000","Census Tract 10, Travis County, Texas","41823"
"1400000US48453001100","48453001100","Census Tract 11, Travis County, Texas","128827"
"1400000US48453001200","48453001200","Census Tract 12, Travis County, Texas","64833"
"1400000US48453001303","48453001303","Census Tract 13.03, Travis County, Texas","76552"
"1400000US48453001304","48453001304","Census Tract 13.04, Travis County, Texas","72126"
"1400000US48453001305","48453001305","Census Tract 13.05, Travis County, Texas","60959"
"1400000US48453001307","48453001307","Census Tract 13.07, Travis County, Texas","43441"
"1400000US48453001308","48453001308","Census Tract 13.08, Travis County, Texas","47336"
"1400000US48453001401","48453001401","Census Tract 14.01, Travis County, Texas","71354"
"1400000US48453001402","48453001402","Census Tract 14.02, Travis County, Texas","59844"
"1400000US48453001403","48453001403","Census Tract 14.03, Travis County, Texas","39375"
"1400000US48453001501","48453001501","Census Tract 15.01, Travis County, Texas","87957"
"1400000US48453001503","48453001503","Census Tract 15.03, Travis County, Texas","52379"
"1400000US48453001504","48453001504","Census Tract 15.04, Travis County, Texas","72500"
"1400000US48453001505","48453001505","Census Tract 15.05, Travis County, Texas","55274"
"1400000US48453001602","48453001602","Census Tract 16.02, Travis County, Texas","57589"
"1400000US48453001603","48453001603","Census Tract 16.03, Travis County, Texas","126653"
"1400000US48453001604","48453001604","Census Tract 16.04, Travis County, Texas","142188"
"1400000US48453001605","48453001605","Census Tract 16.05, Travis County, Texas","95972"
"1400000US48453001606","48453001606","Census Tract 16.06, Travis County, Texas","NA"
"1400000US48453001705","48453001705","Census Tract 17.05, Travis County, Texas","91161"
"1400000US48453001706","48453001706","Census Tract 17.06, Travis County, Texas","78750"
"1400000US48453001707","48453001707","Census Tract 17.07, Travis County, Texas","67167"
"1400000US48453001712","48453001712","Census Tract 17.12, Travis County, Texas","50521"
"1400000US48453001713","48453001713","Census Tract 17.13, Travis County, Texas","57188"
"1400000US48453001714","48453001714","Census Tract 17.14, Travis County, Texas","72120"
"1400000US48453001716","48453001716","Census Tract 17.16, Travis County, Texas","77451"
"1400000US48453001718","48453001718","Census Tract 17.18, Travis County, Texas","80481"
"1400000US48453001719","48453001719","Census Tract 17.19, Travis County, Texas","142543"
"1400000US48453001722","48453001722","Census Tract 17.22, Travis County, Texas","47669"
"1400000US48453001728","48453001728","Census Tract 17.28, Travis County, Texas","71593"
"1400000US48453001729","48453001729","Census Tract 17.29, Travis County, Texas","72213"
"1400000US48453001733","48453001733","Census Tract 17.33, Travis County, Texas","112663"
"1400000US48453001737","48453001737","Census Tract 17.37, Travis County, Texas","111027"
"1400000US48453001738","48453001738","Census Tract 17.38, Travis County, Texas","90423"
"1400000US48453001740","48453001740","Census Tract 17.40, Travis County, Texas","83970"
"1400000US48453001741","48453001741","Census Tract 17.41, Travis County, Texas","100396"
"1400000US48453001742","48453001742","Census Tract 17.42, Travis County, Texas","67327"
"1400000US48453001745","48453001745","Census Tract 17.45, Travis County, Texas","92125"
"1400000US48453001746","48453001746","Census Tract 17.46, Travis County, Texas","64884"
"1400000US48453001747","48453001747","Census Tract 17.47, Travis County, Texas","63216"
"1400000US48453001748","48453001748","Census Tract 17.48, Travis County, Texas","78986"
"1400000US48453001749","48453001749","Census Tract 17.49, Travis County, Texas","80545"
"1400000US48453001750","48453001750","Census Tract 17.50, Travis County, Texas","65328"
"1400000US48453001751","48453001751","Census Tract 17.51, Travis County, Texas","92734"
"1400000US48453001752","48453001752","Census Tract 17.52, Travis County, Texas","29896"
"1400000US48453001753","48453001753","Census Tract 17.53, Travis County, Texas","70112"
"1400000US48453001754","48453001754","Census Tract 17.54, Travis County, Texas","70016"
"1400000US48453001755","48453001755","Census Tract 17.55, Travis County, Texas","170682"
"1400000US48453001756","48453001756","Census Tract 17.56, Travis County, Texas","100368"
"1400000US48453001757","48453001757","Census Tract 17.57, Travis County, Texas","86484"
"1400000US48453001760","48453001760","Census Tract 17.60, Travis County, Texas","123690"
"1400000US48453001761","48453001761","Census Tract 17.61, Travis County, Texas","107220"
"1400000US48453001764","48453001764","Census Tract 17.64, Travis County, Texas","95747"
"1400000US48453001765","48453001765","Census Tract 17.65, Travis County, Texas","123996"
"1400000US48453001766","48453001766","Census Tract 17.66, Travis County, Texas","61793"
"1400000US48453001768","48453001768","Census Tract 17.68, Travis County, Texas","96154"
"1400000US48453001769","48453001769","Census Tract 17.69, Travis County, Texas","85541"
"1400000US48453001770","48453001770","Census Tract 17.70, Travis County, Texas","133794"
"1400000US48453001771","48453001771","Census Tract 17.71, Travis County, Texas","108026"
"1400000US48453001772","48453001772","Census Tract 17.72, Travis County, Texas","74531"
"1400000US48453001773","48453001773","Census Tract 17.73, Travis County, Texas","125160"
"1400000US48453001774","48453001774","Census Tract 17.74, Travis County, Texas","100885"
"1400000US48453001775","48453001775","Census Tract 17.75, Travis County, Texas","119813"
"1400000US48453001776","48453001776","Census Tract 17.76, Travis County, Texas","75663"
"1400000US48453001777","48453001777","Census Tract 17.77, Travis County, Texas","81506"
"1400000US48453001778","48453001778","Census Tract 17.78, Travis County, Texas","96056"
"1400000US48453001779","48453001779","Census Tract 17.79, Travis County, Texas","76083"
"1400000US48453001780","48453001780","Census Tract 17.80, Travis County, Texas","62250"
"1400000US48453001781","48453001781","Census Tract 17.81, Travis County, Texas","119271"
"1400000US48453001782","48453001782","Census Tract 17.82, Travis County, Texas","120000"
"1400000US48453001783","48453001783","Census Tract 17.83, Travis County, Texas","108243"
"1400000US48453001784","48453001784","Census Tract 17.84, Travis County, Texas","156667"
"1400000US48453001785","48453001785","Census Tract 17.85, Travis County, Texas","68550"
"1400000US48453001786","48453001786","Census Tract 17.86, Travis County, Texas","64178"
"1400000US48453001804","48453001804","Census Tract 18.04, Travis County, Texas","41213"
"1400000US48453001805","48453001805","Census Tract 18.05, Travis County, Texas","32146"
"1400000US48453001806","48453001806","Census Tract 18.06, Travis County, Texas","30701"
"1400000US48453001811","48453001811","Census Tract 18.11, Travis County, Texas","31696"
"1400000US48453001812","48453001812","Census Tract 18.12, Travis County, Texas","28962"
"1400000US48453001813","48453001813","Census Tract 18.13, Travis County, Texas","38046"
"1400000US48453001817","48453001817","Census Tract 18.17, Travis County, Texas","54023"
"1400000US48453001818","48453001818","Census Tract 18.18, Travis County, Texas","48134"
"1400000US48453001819","48453001819","Census Tract 18.19, Travis County, Texas","29271"
"1400000US48453001820","48453001820","Census Tract 18.20, Travis County, Texas","34000"
"1400000US48453001821","48453001821","Census Tract 18.21, Travis County, Texas","45198"
"1400000US48453001822","48453001822","Census Tract 18.22, Travis County, Texas","36141"
"1400000US48453001823","48453001823","Census Tract 18.23, Travis County, Texas","34215"
"1400000US48453001824","48453001824","Census Tract 18.24, Travis County, Texas","56964"
"1400000US48453001826","48453001826","Census Tract 18.26, Travis County, Texas","59667"
"1400000US48453001828","48453001828","Census Tract 18.28, Travis County, Texas","93590"
"1400000US48453001829","48453001829","Census Tract 18.29, Travis County, Texas","55980"
"1400000US48453001832","48453001832","Census Tract 18.32, Travis County, Texas","45859"
"1400000US48453001833","48453001833","Census Tract 18.33, Travis County, Texas","48292"
"1400000US48453001834","48453001834","Census Tract 18.34, Travis County, Texas","54034"
"1400000US48453001835","48453001835","Census Tract 18.35, Travis County, Texas","48932"
"1400000US48453001839","48453001839","Census Tract 18.39, Travis County, Texas","62269"
"1400000US48453001840","48453001840","Census Tract 18.40, Travis County, Texas","58008"
"1400000US48453001841","48453001841","Census Tract 18.41, Travis County, Texas","76932"
"1400000US48453001842","48453001842","Census Tract 18.42, Travis County, Texas","58015"
"1400000US48453001843","48453001843","Census Tract 18.43, Travis County, Texas","67308"
"1400000US48453001844","48453001844","Census Tract 18.44, Travis County, Texas","40750"
"1400000US48453001845","48453001845","Census Tract 18.45, Travis County, Texas","60878"
"1400000US48453001846","48453001846","Census Tract 18.46, Travis County, Texas","85764"
"1400000US48453001847","48453001847","Census Tract 18.47, Travis County, Texas","65724"
"1400000US48453001848","48453001848","Census Tract 18.48, Travis County, Texas","70873"
"1400000US48453001849","48453001849","Census Tract 18.49, Travis County, Texas","52788"
"1400000US48453001850","48453001850","Census Tract 18.50, Travis County, Texas","44406"
"1400000US48453001851","48453001851","Census Tract 18.51, Travis County, Texas","61736"
"1400000US48453001853","48453001853","Census Tract 18.53, Travis County, Texas","90355"
"1400000US48453001854","48453001854","Census Tract 18.54, Travis County, Texas","67750"
"1400000US48453001855","48453001855","Census Tract 18.55, Travis County, Texas","75923"
"1400000US48453001856","48453001856","Census Tract 18.56, Travis County, Texas","75619"
"1400000US48453001857","48453001857","Census Tract 18.57, Travis County, Texas","65488"
"1400000US48453001858","48453001858","Census Tract 18.58, Travis County, Texas","98317"
"1400000US48453001859","48453001859","Census Tract 18.59, Travis County, Texas","83393"
"1400000US48453001860","48453001860","Census Tract 18.60, Travis County, Texas","47198"
"1400000US48453001861","48453001861","Census Tract 18.61, Travis County, Texas","77688"
"1400000US48453001862","48453001862","Census Tract 18.62, Travis County, Texas","81821"
"1400000US48453001863","48453001863","Census Tract 18.63, Travis County, Texas","35891"
"1400000US48453001864","48453001864","Census Tract 18.64, Travis County, Texas","46593"
"1400000US48453001901","48453001901","Census Tract 19.01, Travis County, Texas","73900"
"1400000US48453001908","48453001908","Census Tract 19.08, Travis County, Texas","100689"
"1400000US48453001910","48453001910","Census Tract 19.10, Travis County, Texas","111588"
"1400000US48453001911","48453001911","Census Tract 19.11, Travis County, Texas","65351"
"1400000US48453001912","48453001912","Census Tract 19.12, Travis County, Texas","168571"
"1400000US48453001913","48453001913","Census Tract 19.13, Travis County, Texas","206411"
"1400000US48453001914","48453001914","Census Tract 19.14, Travis County, Texas","97685"
"1400000US48453001915","48453001915","Census Tract 19.15, Travis County, Texas","53894"
"1400000US48453001916","48453001916","Census Tract 19.16, Travis County, Texas","213348"
"1400000US48453001917","48453001917","Census Tract 19.17, Travis County, Texas","161008"
"1400000US48453001918","48453001918","Census Tract 19.18, Travis County, Texas","143269"
"1400000US48453001919","48453001919","Census Tract 19.19, Travis County, Texas","154583"
"1400000US48453002002","48453002002","Census Tract 20.02, Travis County, Texas","67198"
"1400000US48453002003","48453002003","Census Tract 20.03, Travis County, Texas","44277"
"1400000US48453002004","48453002004","Census Tract 20.04, Travis County, Texas","36000"
"1400000US48453002005","48453002005","Census Tract 20.05, Travis County, Texas","48235"
"1400000US48453002104","48453002104","Census Tract 21.04, Travis County, Texas","57353"
"1400000US48453002105","48453002105","Census Tract 21.05, Travis County, Texas","29037"
"1400000US48453002106","48453002106","Census Tract 21.06, Travis County, Texas","39167"
"1400000US48453002107","48453002107","Census Tract 21.07, Travis County, Texas","41705"
"1400000US48453002108","48453002108","Census Tract 21.08, Travis County, Texas","38792"
"1400000US48453002109","48453002109","Census Tract 21.09, Travis County, Texas","36431"
"1400000US48453002110","48453002110","Census Tract 21.10, Travis County, Texas","34602"
"1400000US48453002111","48453002111","Census Tract 21.11, Travis County, Texas","42420"
"1400000US48453002112","48453002112","Census Tract 21.12, Travis County, Texas","33404"
"1400000US48453002113","48453002113","Census Tract 21.13, Travis County, Texas","62648"
"1400000US48453002201","48453002201","Census Tract 22.01, Travis County, Texas","40179"
"1400000US48453002202","48453002202","Census Tract 22.02, Travis County, Texas","32950"
"1400000US48453002207","48453002207","Census Tract 22.07, Travis County, Texas","47478"
"1400000US48453002208","48453002208","Census Tract 22.08, Travis County, Texas","40363"
"1400000US48453002209","48453002209","Census Tract 22.09, Travis County, Texas","50450"
"1400000US48453002210","48453002210","Census Tract 22.10, Travis County, Texas","68233"
"1400000US48453002211","48453002211","Census Tract 22.11, Travis County, Texas","51480"
"1400000US48453002212","48453002212","Census Tract 22.12, Travis County, Texas","59091"
"1400000US48453002304","48453002304","Census Tract 23.04, Travis County, Texas","36875"
"1400000US48453002307","48453002307","Census Tract 23.07, Travis County, Texas","36326"
"1400000US48453002308","48453002308","Census Tract 23.08, Travis County, Texas","42554"
"1400000US48453002310","48453002310","Census Tract 23.10, Travis County, Texas","35233"
"1400000US48453002312","48453002312","Census Tract 23.12, Travis County, Texas","27273"
"1400000US48453002313","48453002313","Census Tract 23.13, Travis County, Texas","33465"
"1400000US48453002314","48453002314","Census Tract 23.14, Travis County, Texas","25018"
"1400000US48453002315","48453002315","Census Tract 23.15, Travis County, Texas","31900"
"1400000US48453002316","48453002316","Census Tract 23.16, Travis County, Texas","31020"
"1400000US48453002317","48453002317","Census Tract 23.17, Travis County, Texas","21716"
"1400000US48453002318","48453002318","Census Tract 23.18, Travis County, Texas","27275"
"1400000US48453002319","48453002319","Census Tract 23.19, Travis County, Texas","NA"
"1400000US48453002402","48453002402","Census Tract 24.02, Travis County, Texas","49824"
"1400000US48453002403","48453002403","Census Tract 24.03, Travis County, Texas","51192"
"1400000US48453002407","48453002407","Census Tract 24.07, Travis County, Texas","73920"
"1400000US48453002409","48453002409","Census Tract 24.09, Travis County, Texas","56315"
"1400000US48453002410","48453002410","Census Tract 24.10, Travis County, Texas","40601"
"1400000US48453002411","48453002411","Census Tract 24.11, Travis County, Texas","34085"
